Transaction ID	Type	Posting	Currency	Item Name	Debit Amount	Debit Account	Credit Amount	Credit Account
141720	workordercompletion	true	Unknown	Man hour cost DK	0.00	N/A	243.75	20890 TOTAL PRODUCTION COSTS : TOTAL DIRECT PRODUCTION COSTS : Direct Labor (overføres til varer i arbejde)
141720	workordercompletion	true	Unknown	Man hour cost DK	243.75	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64744	workorderclose	true	Unknown	125-011-087	10578.23	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64744	workorderclose	true	Unknown	RFVR200	0.00	N/A	6015.60	83250 TOTAL INVENTORIES : Products being manufactured
64744	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	1672.64	83250 TOTAL INVENTORIES : Products being manufactured
64744	workorderclose	true	Unknown	Man hour cost DK CNC	0.00	N/A	2585.41	83250 TOTAL INVENTORIES : Products being manufactured
64744	workorderclose	true	Unknown	Man hour cost DK CNC	0.00	N/A	304.58	83250 TOTAL INVENTORIES : Products being manufactured
64745	workorderclose	true	Unknown	125-011-078	12930.74	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64745	workorderclose	true	Unknown	RAVB20004000-50	0.00	N/A	5505.74	83250 TOTAL INVENTORIES : Products being manufactured
64745	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	512.50	83250 TOTAL INVENTORIES : Products being manufactured
64745	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	6912.50	83250 TOTAL INVENTORIES : Products being manufactured
64746	workorderclose	true	Unknown	125-011-079	9100.24	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64746	workorderclose	true	Unknown	2920201512	0.00	N/A	6287.74	83250 TOTAL INVENTORIES : Products being manufactured
64746	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	250.00	83250 TOTAL INVENTORIES : Products being manufactured
64746	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	2562.50	83250 TOTAL INVENTORIES : Products being manufactured
64747	workorderclose	true	Unknown	125-011-076	7672.82	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64747	workorderclose	true	Unknown	RAVB20004000-30	0.00	N/A	2966.57	83250 TOTAL INVENTORIES : Products being manufactured
64747	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	1287.50	83250 TOTAL INVENTORIES : Products being manufactured
64747	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	3150.00	83250 TOTAL INVENTORIES : Products being manufactured
64747	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	268.75	83250 TOTAL INVENTORIES : Products being manufactured
141798	workordercompletion	true	Unknown	125-010-040	102146.43	83100 TOTAL INVENTORIES : Inventory increase	0.00	N/A
141798	workordercompletion	true	Unknown	125-010-040	0.00	N/A	102146.43	83250 TOTAL INVENTORIES : Products being manufactured
141798	workordercompletion	true	Unknown	Man hour cost DK	0.00	N/A	200.00	20890 TOTAL PRODUCTION COSTS : TOTAL DIRECT PRODUCTION COSTS : Direct Labor (overføres til varer i arbejde)
141798	workordercompletion	true	Unknown	Man hour cost DK	200.00	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
100409	workorderissue	true	Unknown	125-011-087	0.00	N/A	10578.23	83100 TOTAL INVENTORIES : Inventory increase
100409	workorderissue	true	Unknown	125-011-087	10578.23	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
100409	workorderissue	true	Unknown	125-011-078	0.00	N/A	12930.74	83100 TOTAL INVENTORIES : Inventory increase
100409	workorderissue	true	Unknown	125-011-078	12930.74	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
100409	workorderissue	true	Unknown	125-011-079	0.00	N/A	9100.24	83100 TOTAL INVENTORIES : Inventory increase
100409	workorderissue	true	Unknown	125-011-079	9100.24	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
100409	workorderissue	true	Unknown	125-011-076	0.00	N/A	7672.82	83100 TOTAL INVENTORIES : Inventory increase
100409	workorderissue	true	Unknown	125-011-076	7672.82	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
100411	workorderissue	true	Unknown	LCC0012-Pro	0.00	N/A	12304.00	83100 TOTAL INVENTORIES : Inventory increase
100411	workorderissue	true	Unknown	LCC0012-Pro	12304.00	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
100411	workorderissue	true	Unknown	125-010-040	0.00	N/A	102146.43	83100 TOTAL INVENTORIES : Inventory increase
100411	workorderissue	true	Unknown	125-010-040	102146.43	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
141799	workordercompletion	true	Unknown	1854-A03	114650.43	83100 TOTAL INVENTORIES : Inventory increase	0.00	N/A
141799	workordercompletion	true	Unknown	1854-A03	0.00	N/A	114650.43	83250 TOTAL INVENTORIES : Products being manufactured
141799	workordercompletion	true	Unknown	Man hour cost DK	0.00	N/A	200.00	20890 TOTAL PRODUCTION COSTS : TOTAL DIRECT PRODUCTION COSTS : Direct Labor (overføres til varer i arbejde)
141799	workordercompletion	true	Unknown	Man hour cost DK	200.00	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64784	workorderclose	true	Unknown	1854-A03	114650.43	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64784	workorderclose	true	Unknown	LCC0012-Pro	0.00	N/A	12304.00	83250 TOTAL INVENTORIES : Products being manufactured
64784	workorderclose	true	Unknown	125-010-040	0.00	N/A	102146.43	83250 TOTAL INVENTORIES : Products being manufactured
64784	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	200.00	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	125-010-040	102146.43	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
64841	workorderclose	true	Unknown	125-011-087	0.00	N/A	10578.23	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	125-011-078	0.00	N/A	12930.74	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	ISO 4017-M16x80 A2	0.00	N/A	158.20	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	ISO 4762-M16x45 A2	0.00	N/A	92.22	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	LCC0017	0.00	N/A	56608.00	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	125-011-079	0.00	N/A	9100.24	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	ISO 4032-M16 A2	0.00	N/A	34.66	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	001-042-327	0.00	N/A	4530.28	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	ISO 7090-M16 A2	0.00	N/A	34.79	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	125-011-076	0.00	N/A	7672.82	83250 TOTAL INVENTORIES : Products being manufactured
64841	workorderclose	true	Unknown	Man hour cost DK	0.00	N/A	406.25	83250 TOTAL INVENTORIES : Products being manufactured
142236	workordercompletion	true	Unknown	Man Hour Cost DK Montage Ude	0.00	N/A	2066.67	20890 TOTAL PRODUCTION COSTS : TOTAL DIRECT PRODUCTION COSTS : Direct Labor (overføres til varer i arbejde)
142236	workordercompletion	true	Unknown	Man Hour Cost DK Montage Ude	2066.67	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
142308	workordercompletion	true	Unknown	Man Hour Cost DK Montage Ude	0.00	N/A	1466.67	20890 TOTAL PRODUCTION COSTS : TOTAL DIRECT PRODUCTION COSTS : Direct Labor (overføres til varer i arbejde)
142308	workordercompletion	true	Unknown	Man Hour Cost DK Montage Ude	1466.67	83250 TOTAL INVENTORIES : Products being manufactured	0.00	N/A
DN4561	itemfulfillment	true	Unknown	1854-A03	114650.43	20500 TOTAL PRODUCTION COSTS : TOTAL DIRECT PRODUCTION COSTS : Consumption of finished goods	0.00	N/A
DN4561	itemfulfillment	true	Unknown	1854-A03	0.00	N/A	114650.43	83100 TOTAL INVENTORIES : Inventory increase
